Question_Title,Question_ID,Author_Name,Author_ID,Author_Rep,Question_Post_Time,Question_Score,Number_Of_Views,Number_Of_Answers,Number_Of_Comments,"Edited,","Answer_Accepted,",Tags,Question_Closed
Best method to differentiate between two REST methods with the same pathparam (in Quarkus),440082,SirHawrk,396100,249,2022-07-28 09:24:59,2,124,1,2,True,True,"['java', 'rest', 'api-design']",False
MVC: Should View get strings of GUI components directly or should the controller pass strings to View?,440080,Samil,287256,131,2022-07-28 06:57:19,2,90,1,4,False,True,"['mvc', 'gui', 'internationalization', 'localization']",False
Designing an API for international markets,440078,David Keaveny,47076,267,2022-07-27 23:42:44,4,193,3,10,True,True,"['api-design', 'web-api', 'internationalization']",False
Design efficient real-time data subscription to reduce service workload,440071,Saiyan,418398,1,2022-07-27 14:39:11,0,39,0,0,False,False,"['design', 'architecture', 'javascript', 'node.js', 'real-time']",False
Referencing transient class attributes,440069,Tim Kirkwood,418402,141,2022-07-27 14:07:00,3,168,3,1,True,True,"['object-oriented', 'python', 'class-design', 'functions', 'attributes']",False
When is it practical to design in advance of refactoring?,440065,DaveO,175934,124,2022-07-27 09:48:09,0,221,2,6,True,True,['refactoring'],False
Guaranteeing different availability requirements,440063,Senne Verhaegen,418230,113,2022-07-27 09:27:16,1,75,1,0,True,True,"['architecture', 'database', 'non-functional']",False
DDD modeling with subtypes,440061,khalil Berakdar,418361,19,2022-07-27 07:02:02,0,108,0,0,False,False,"['domain-driven-design', 'aggregate']",False
"Android + Kotlin + Hilt + multi-module app: Should I ""migrate"" all classes with static methods to ""injection""?",440056,Diego Perez,418204,187,2022-07-26 21:33:01,1,199,1,3,True,True,"['dependency-injection', 'android', 'kotlin']",False
REST API Sub-Resources,440046,m1nkeh,314453,227,2022-07-26 15:58:23,3,260,3,1,False,False,"['rest', 'api-design']",False
Dispatch based on ENUM/String value,440043,Regyn,374484,157,2022-07-26 14:36:25,0,63,0,2,True,False,"['java', 'object-oriented', 'object-oriented-design']",False
How can correlation id from a process manager be passed to an integration event?,440041,elli,345306,101,2022-07-26 14:22:08,0,56,0,1,True,False,"['domain-driven-design', 'saga']",False
How to model your domain when having subtype?,440040,khalil Berakdar,418361,19,2022-07-26 14:04:41,1,89,1,1,False,False,"['domain-driven-design', 'aggregate']",False
What kind of queue should I use for processing large volume of data?,440032,William,418352,111,2022-07-26 09:44:15,0,88,1,2,False,True,"['queue', 'producer-consumer']",False
Does my View Model violate the Single Responsibility Principle? Or am I just used to toy examples from tutorials?,440028,Jinx,418329,169,2022-07-25 19:46:51,6,243,1,1,True,False,"['design', 'design-patterns', 'api-design', 'mvvm', 'python-3.x']",False
Invalidation of cached GET results by other endpoints,440025,Daniel McLaury,213126,342,2022-07-25 15:59:06,1,57,1,1,True,True,"['api-design', 'rpc']",False
"Is it a bad habit to use other class' ""private"" variables in Javascript",440022,Jesper,400177,143,2022-07-25 13:12:38,1,202,1,0,True,False,"['javascript', 'programming-practices']",False
Semantic versioning on a dev dependencies change,440018,floatingpurr,418310,137,2022-07-25 11:59:45,1,523,3,3,True,True,"['versioning', 'semantic-versioning']",False
Should I design a factory that returns a singleton?,440004,Martin Braun,78646,283,2022-07-24 19:10:19,0,385,4,5,True,True,"['java', 'singleton', 'factory']",False
Dependency resolution of tasks which have crontab information,439993,m0hithreddy,418247,119,2022-07-23 19:01:02,1,101,2,6,True,False,"['algorithms', 'python', 'dependencies', 'graph']",False
TDD: testing an abstract class. Test all concrete classes or create mock sub-class to test the behavior?,439991,Gabriel Antonio,417156,119,2022-07-23 15:05:48,1,474,6,2,False,False,"['testing', 'tdd', 'use-case', 'clean-architecture', 'typescript']",False
Direct Database Access for Desktop GUI or via Application Server?,439985,whopkinscom,418226,19,2022-07-23 07:55:45,1,76,1,1,False,False,"['wpf', 'client-server', 'desktop-application']",False
DI: Injecting interfaces vs actual classes,439977,Diego Perez,418204,187,2022-07-22 19:49:00,1,1000,4,5,True,True,"['interfaces', 'dependency-injection']",False
Possible to create a git repo that will comprised of files residing in NFS and files in a system directory?,439976,boardrider,174610,113,2022-07-22 19:28:10,1,45,1,3,True,False,"['git', 'gitlab']",False
const correctness re: reference members,439974,Daniel McLaury,213126,342,2022-07-22 18:10:29,3,142,1,2,False,True,"['c++', 'const']",False
Android + Kotlin + Hilt: Dependency Injection vs Static Methods,439970,Diego Perez,418204,187,2022-07-22 15:01:01,1,282,1,10,True,True,"['dependency-injection', 'android', 'static-methods', 'kotlin']",False
"python tkinter GUI design, when to use the withdraw() and when to use the destroy() method",439968,Tim van de Ven,418198,1,2022-07-22 12:42:45,0,294,0,0,False,False,"['python', 'gui']",False
Working on different release branches at the same time using git flow,439967,Jim Panse,310893,306,2022-07-22 12:38:20,1,175,1,3,False,True,"['branching', 'release-management', 'gitflow', 'branch']",False
When and how to be more loose when checking for equivalence of two objects?,439960,Tin Nguyen,358325,129,2022-07-22 07:24:29,2,70,1,2,False,False,['python'],False
Microservice Architecture - Calculating API Request Count and Duration,439957,S7H,418173,119,2022-07-22 05:59:48,0,67,0,0,True,False,"['microservices', 'metrics']",False
How to generate java class files with framework boilerplate in a project?,439954,Xiang Wei Huang,418170,181,2022-07-22 04:20:02,7,1000,2,0,False,True,"['java', 'templates', 'code-generation']",False
Best way to manage shared state in parent-child objects where children need to check other children,439953,ErikE,3941,1151,2022-07-22 03:53:18,2,83,1,1,False,True,['object-oriented'],False
"Is the difference between ""changesets"" and ""snapshots"" in version control primarily a space-time tradeoff?",439951,Lou,127164,336,2022-07-21 22:30:53,2,179,0,3,True,False,"['design', 'version-control']",False
"If you run a function in a different thread, but you wait for it to finish in your main thread, is that function asynchronous?",439950,Anon,136084,3495,2022-07-21 22:10:03,0,68,0,2,False,False,"['terminology', 'multithreading', 'event-programming', 'synchronization', 'asynchronous-programming']",False
REST API designing resources for complex entities,439949,J.Paravicini,343759,121,2022-07-21 20:16:47,1,162,1,0,True,False,"['design', 'rest', 'api-design', 'entity-framework', 'asp.net-core']",False
Should Infrastructural Services Listen to Domain Events,439948,alaboudi,306975,193,2022-07-21 18:43:08,0,52,0,4,True,False,"['architecture', 'domain-driven-design', 'microservices']",False
Is there a best practice for storing multiple pages of JSON responses from an API?,439945,chrisxfire,418147,121,2022-07-21 15:53:37,0,110,1,0,False,False,"['c#', 'web-api']",False
Tight coupling between micro services,439940,Renan Cidale,396550,111,2022-07-21 12:52:30,1,115,1,1,True,False,"['microservices', 'cqrs']",False
When using composition when to favour wrapper methods?,439936,Chryfi,417191,39,2022-07-21 09:46:44,0,108,2,6,False,True,"['design', 'object-oriented', 'composition']",False
Problem with peer verification on a zero-trust network,439925,drake14w,418123,13,2022-07-20 21:22:32,1,98,1,3,True,True,"['networks', 'cluster', 'p2p']",False
"One db per microservice, on the same storage engine?",439919,Simple Fellow,67385,271,2022-07-20 10:58:49,2,2000,3,4,False,False,"['architecture', 'database', 'microservices']",False
DDD Thought Process for Customers & Orders Relationship,439908,Subliminal Hash,294026,147,2022-07-19 16:32:36,-1,150,1,1,False,False,['domain-driven-design'],False
Store static data in public folder as json file or directly in .js file?,439905,AlePouroullis,417075,113,2022-07-19 15:09:14,0,739,2,0,False,True,"['design', 'javascript', 'programming-practices', 'web-development']",False
Should you reuse a PHP exception's code when wrapping it?,439904,TravisCarden,90915,217,2022-07-19 15:03:54,1,123,3,10,False,True,"['php', 'exceptions']",False
The name of this change/refactoring pattern,439894,tia,1384,955,2022-07-19 10:24:08,1,115,2,7,False,False,['refactoring'],False
Should the intentional absence of a value rather be represented by value-convention or through explicit flag?,439893,Wolfone,263412,103,2022-07-19 09:29:14,0,64,1,4,False,True,"['database-design', 'user-experience']",False
"Bean objects vs ""functional"" objects",439892,Vinz243,104719,217,2022-07-19 09:24:27,0,73,1,0,False,True,['object-oriented-design'],False
MVVM - Wrapping Class For ViewModel,439889,lol,245302,113,2022-07-19 00:48:07,0,270,1,2,False,True,"['c#', 'mvvm', 'wpf']",False
"Disambiguating Python terms, what is the difference between ""type hint"" vs ""type annotations""?",439888,Keto,386949,129,2022-07-18 23:13:26,1,104,1,2,False,True,"['python', 'terminology', 'type-systems', 'definition']",False
How to handle relationships between resources in Restful API,439884,Antonio Gamiz Delgado,349631,431,2022-07-18 17:49:03,1,419,0,17,True,False,"['rest', 'api-design', 'web-api', 'relationships']",False
What does function composition being associative even mean?,439878,pro100tom,408555,459,2022-07-18 12:15:47,21,5000,4,2,True,True,"['functions', 'order']",False
What is the role of scrum master in minimizing the impact of a team member leaving the team? [closed],439876,dotnet developer,418020,21,2022-07-18 10:18:44,-1,108,2,4,False,False,['scrum'],True
I need help understanding a seemingly broken Git release flow,439874,ChrisK,418017,53,2022-07-18 09:09:12,3,196,1,10,True,True,"['git', 'version-control', 'gitflow']",False
Using sed/awk to bulk generate static HTML pages off of a template,439871,dakini,198468,165,2022-07-17 20:28:09,0,80,1,0,False,True,"['html', 'front-end', 'scripting', 'code-generation', 'unix']",False
"Difference between User Requirements, System Requirements, Functional Requirements etc [duplicate]",439869,Marcel,418002,9,2022-07-17 19:08:55,-1,290,1,1,True,False,"['requirements', 'functional-requirements']",False
Clean Architecture for React App: Component / View / Page,439866,DarkTrick,345246,217,2022-07-17 15:50:38,0,430,1,6,True,False,"['architecture', 'clean-code', 'clean-architecture', 'reactjs']",False
In what language does a method not return a value and a function does?,439864,houimli manel,417994,39,2022-07-17 13:19:01,2,286,2,0,True,False,"['java', 'c++', 'functional-programming', 'methods']",False
"If we don't use function composition, does Maybe remain a monad?",439863,pro100tom,408555,459,2022-07-17 12:13:13,0,112,1,0,False,False,"['composition', 'monad']",False
How big should database adapters/gateways be?,439861,DarkTrick,345246,217,2022-07-17 11:05:38,0,47,0,3,True,False,"['architecture', 'architectural-patterns', 'clean-architecture']",False
Is branch-per-release trunk-based development incompatible with semantic versioning?,439858,GDF,417973,29,2022-07-17 00:05:37,2,182,0,1,False,False,"['development-process', 'continuous-integration', 'semantic-versioning']",False
Struggling to find the relation between a Maybe structure and the endofunctor,439856,pro100tom,408555,459,2022-07-16 22:23:03,2,143,1,2,True,True,['monad'],False
What can be done with closures that would be difficult or impossible to do without closures?,439854,Christopher,274111,2019,2022-07-16 17:52:04,0,151,1,1,True,False,['javascript'],False
Where should interfaces be used?,439843,The_Sympathizer,219268,323,2022-07-16 01:07:41,16,4000,7,1,False,True,"['object-oriented-design', 'interfaces', 'abstraction', 'coupling']",False
adding optional code for bad protocol state check,439835,Groostav,76881,267,2022-07-15 18:31:34,2,50,2,2,False,False,"['api-design', 'transaction', 'protocol', 'grpc']",False
How should I handle routine health checks in a Node.js/Nest.js application?,439832,Michael Jay,389510,131,2022-07-15 16:31:26,1,35,1,1,True,False,"['node.js', 'async']",False
Design of A Multithreaded Simulator,439831,Nabiel Kandiel,417920,3,2022-07-15 13:15:56,0,114,1,1,True,True,"['design', 'c++', 'multithreading', 'concurrency', 'simulation']",False
Naming an interface that does something and its opposite,439827,Bipolo TheGod,382474,83,2022-07-15 10:18:25,6,1000,2,0,True,True,"['interfaces', 'naming']",False
"Standard Maven approach for large, non-Java dependencies needed for build?",439819,AgentOddball,417881,13,2022-07-14 18:58:42,1,99,2,3,True,True,"['java', 'dependency-management', 'maven']",False
Message queuing systems: sequential processing with dependencies between queues,439816,beater,276411,107,2022-07-14 15:48:18,-1,127,1,5,True,False,"['message-queue', 'rabbitmq']",False
Database/System design for multiple RPi and main server,439815,rexcision,417875,1,2022-07-14 15:08:54,0,27,0,6,True,False,['database'],False
How do I make Design Templates like Canva Templates that are unique but can be modified & exported as an image? Should I use Canvas or WebGL?,439814,deadcoder0904,404533,119,2022-07-14 13:57:35,1,29,0,2,False,False,"['web-development', 'canvas', 'webgl']",False
Foreign key vs string,439812,Accollativo,182520,459,2022-07-14 13:42:16,1,191,1,1,False,True,"['database', 'database-design', 'relational-database']",False
Combination of SDLC models [closed],439808,LAL,417867,11,2022-07-14 10:41:30,-1,65,2,5,True,False,"['agile', 'development-process', 'software', 'sdlc']",True
Validation in a simple DDD example,439806,Martin Gonzalez,417864,9,2022-07-14 07:56:39,0,128,1,3,True,False,"['design', 'object-oriented', 'object-oriented-design', 'domain-driven-design']",False
